,id,release_date,vote_average,vote_count,revenue,runtime
1633,132232,2013/01/17,6.2,3414,146497771,100
1634,438650,2019/02/07,5.7,1899,76419755,119
1635,114,1990/03/23,7.4,6046,463406268,119
1636,379291,2016/05/13,7.4,644,0,78
1637,583903,2019/02/25,7.2,168,0,124
1638,14564,2017/02/01,5,2164,83080890,102
1639,475430,2020/06/12,5.7,1266,0,94
1640,522162,2019/11/06,7.1,1690,125641396,138
1641,460793,2017/10/27,6.4,1220,0,22
1642,298115,2014/11/01,7.2,251,0,26
1643,98,2000/05/01,8.2,14315,465361176,155
1644,448119,2020/01/01,6.8,2737,245692007,101
1645,133805,2013/10/16,6,3693,82394288,100
1646,299687,2016/01/14,5.9,4919,109906372,112
1647,10501,2000/03/31,7.2,2978,76432727,89
1648,476926,2018/03/30,5.4,982,0,97
1649,417320,2017/07/21,7.5,1295,0,111
1650,818647,2022/02/04,0,0,0,0
1651,245992,2005/07/29,5.8,9,1000000,56
1652,551804,2020/11/12,6.8,852,15104310,102
1653,257346,2014/03/25,6.4,169,0,83
1654,48988,2011/02/25,5.6,1540,86157237,105
1655,589082,2019/06/21,6.5,15,0,52
1656,8645,2008/06/11,5.3,2627,163403799,91
1657,10530,1995/06/14,7,4626,346079773,85
1658,857,1998/07/24,8.2,12322,481840909,169
1659,109414,2013/06/12,6.2,5135,126041322,107
1660,10014,1985/11/01,5.8,1273,29999213,87
1661,11852,2002/12/13,6.3,1482,54639553,104
1662,431821,2017/06/17,6.1,30,0,90
1663,2300,1996/11/15,6.9,4761,250200000,88
1664,14411,2003/07/02,6.9,1555,80767884,90
1665,207768,2013/08/25,6.4,942,678604,106
1666,449176,2018/02/16,8.1,5153,66316289,110
1667,121856,2016/12/21,5.4,6553,240697856,115
1668,602,1996/06/25,6.8,7662,817400891,145
1669,849938,2021/07/10,2,1,0,85
1670,81774,1986/11/04,5.2,79,0,95
1671,82703,2014/02/07,6.7,1915,272912430,92
1672,836691,2021/07/05,6.4,4,0,44
1673,575293,2021/04/08,5.9,26,0,86
1674,27579,2010/08/31,5.9,1018,65464324,104
1675,453405,2019/10/02,6.4,4012,173469516,117
1676,296099,2015/07/28,6.3,2955,104384188,99
1677,183011,2013/07/30,7.9,1340,0,75
1678,37821,2010/06/04,5.9,1818,98159963,100
1679,93856,2012/05/24,5.2,1236,18112929,88
1680,228161,2015/03/18,6.8,3234,368871007,94
1681,624860,2021/12/15,0,0,0,147
1682,1970,2004/10/22,5.9,2278,183474602,92
1683,72571,2011/10/19,5.9,1696,207039844,83
1684,7443,2000/06/21,6.7,3815,224834564,84
1685,259072,2014/08/22,5.3,569,0,91
1686,39323,1990/10/17,7.4,452,0,48
1687,2383,1988/10/21,7,325,138241022,94
1688,258509,2015/12/17,6.1,1298,233755553,92
1689,70436,2012/03/09,6.3,1007,29657751,111
1690,19556,2009/03/13,5.5,258,4591629,89
1691,780382,2021/10/13,6.4,20,0,99
1692,564251,2019/05/03,7.6,52,0,119
1693,91342,2012/02/22,7,328,15489307,74
1694,657811,2020/02/20,6.6,75,3666620,100
1695,516486,2020/07/10,7.4,1942,0,91
1696,25475,2009/09/03,6.8,733,0,81
1697,818809,2021/06/29,7.4,83,0,100
1698,834500,2021/06/04,7.1,33,0,93
1699,22804,2009/10/16,6.3,2337,68233629,96
1700,19288,2003/12/30,5.2,114,0,90
1701,397243,2016/12/21,6.7,3118,5972942,86
1702,49017,2014/10/01,6.4,5018,217124280,92
1703,276907,2015/09/09,6.9,2638,42972994,132
1704,4108,2002/10/02,6.7,4109,43928932,92
1705,17899,2009/03/27,4.5,111,5723917,107
1706,154400,2014/09/12,6.7,1708,19054534,106
1707,14438,2008/09/26,7.5,457,33456317,122
1708,77931,2013/07/30,5.8,1747,347434178,105
1709,8913,1989/04/21,6.6,1555,57469467,103
1710,412520,2016/12/07,5.4,98,0,102
1711,9340,1985/06/07,7.5,4433,61389680,114
1712,1255,2006/07/27,7,1989,88489643,120
1713,569016,2019/01/01,7.1,81,0,94
1714,730028,2021/07/30,7.6,14,0,93
1715,16007,2006/06/17,7,473,27793200,126
1716,681429,2020/04/24,6.7,86,0,91
1717,149,1988/07/16,8,2872,553171,124
1718,10992,2001/07/04,5.4,1247,93375151,87
1719,72358,2012/03/07,6.1,1066,22044277,91
1720,24831,1978/08/03,5.9,429,16000000,94
1721,320846,2020/10/07,5.1,48,0,90
1722,2109,1998/09/18,6.9,3448,244721064,98
1723,12222,2008/03/03,6.5,2578,298572799,86
1724,256961,2015/04/16,5.2,1257,107597242,94
1725,443791,2020/01/08,6.3,2242,40882928,95
1726,733491,2020/10/06,5.8,19,0,103
1727,22538,2010/08/12,7.4,5963,48000000,112
1728,758510,2020/10/29,6.4,64,0,98
1729,458253,2019/04/04,7,626,26249469,95
1730,37165,1998/06/04,8.1,13863,264118201,103
1731,425134,2017/03/06,6.9,493,26251899,115
1732,205126,2013/06/27,4.6,60,0,86
1733,30497,1974/10/01,7.3,2117,30859000,83
1734,50765,2011/01/04,5.4,45,0,101
1735,390062,2017/06/27,6.5,1459,1906640,115
1736,866343,2021/08/27,4.8,4,0,0
1737,6145,2007/04/19,7.3,2950,91354215,113
1738,340676,2016/10/19,5.9,960,1305195,106
1739,367816,2016/04/23,5.9,29,0,100
1740,586954,2019/12/11,6.7,78,4983582,89
1741,454619,2018/04/13,6.6,1089,91244913,112
1742,257088,2015/12/03,5.9,1886,133718711,114
1743,1368,1982/10/22,7.4,4632,125212904,93
1744,1267,2007/03/23,6.9,2153,169332978,95
1745,157433,2019/04/04,5.7,2553,112399944,101
1746,10866,2001/10/05,6.5,862,36642838,97
1747,19286,1995/07/04,5.9,196,0,90
1748,644495,2021/11/24,0,0,0,157
1749,333667,2016/07/08,6.1,213,9420546,90
1750,593655,2020/12/04,5.1,30,0,106
1751,718022,2020/12/15,6.3,26,0,82
1752,15070,2002/07/17,6.5,496,14946150,96
1753,44874,2010/09/14,7.2,537,0,79
1754,4011,1988/03/30,7.4,5068,73707461,92
1755,36647,1998/08/21,6.7,4513,131183530,120
1756,5175,2001/08/03,6.7,2972,347325802,90
1757,8392,1988/04/16,8.1,5731,45000000,86
1758,180147,2013/03/28,7.8,356,0,108
1759,348350,2018/05/15,6.6,6612,392952373,135
1760,677430,1975/01/01,5.8,7,0,60
1761,82693,2012/09/08,7.1,10099,236412453,122
1762,842096,2021/06/17,2,1,0,100
1763,643532,2021/09/03,6.6,201,3414917,111
1764,80410,2011/11/03,3.9,90,0,96
1765,107985,2013/07/18,6.8,4252,46089287,109
1766,764,1981/09/10,7.3,2699,29400000,85
1767,285812,2014/03/08,7.1,48,0,109
1768,127533,2012/08/25,7.6,535,61700000,134
1769,4234,2000/02/03,5.9,2207,161834276,116
1770,778730,2021/02/26,7.3,340,0,102
1771,13788,2009/01/09,5.2,1077,76514050,87
1772,614917,2021/11/18,0,0,0,138
1773,38199,2010/06/14,6.7,880,0,97
1774,68728,2013/03/07,5.9,5774,491868548,130
1775,300168,2015/02/19,6.3,422,121545703,127
1776,95,1998/07/01,6.8,6219,553799566,151
1777,330459,2016/12/14,7.5,12546,1056057273,133
1778,7191,2008/01/15,6.6,5568,170764026,85
1779,65759,2011/11/18,6.1,1168,150406466,117
1780,701524,2021/10/28,7,9,0,107
1781,134162,1992/03/07,6.8,15,0,90
1782,393457,2016/12/16,6.8,2059,64414761,139
1783,79224,2011/08/10,7.1,175,49000000,122
1784,807,1995/09/22,8.3,16007,327311859,127
1785,227973,2015/11/01,6.8,1259,246233113,88
1786,98613,2003/03/08,7.1,35,0,90
1787,616820,2022/10/13,0,0,0,0
1788,601470,2021/09/17,6,21,2404127,126
1789,871,1968/02/07,7.7,2493,32589624,112
1790,254,2005/12/12,6.8,6275,562363449,187
1791,575774,2020/01/27,6.5,677,0,93
1792,15512,2009/03/19,6.2,3634,381509870,94
1793,1402,2006/12/14,7.9,7797,307077295,117
1794,11621,1992/07/18,7.8,2276,0,94
1795,257211,2015/09/24,7.2,5297,194564672,121
1796,228967,2014/12/25,6.2,4712,12342632,112
1797,169,1990/11/20,6.2,2169,57120318,108
1798,25259,2009/06/12,3.9,6,0,102
1799,5174,2007/08/08,6.4,2308,258022233,91
1800,638507,2019/10/25,8.2,627,0,22
1801,78049,2012/01/17,4.5,246,0,106
1802,353491,2017/08/03,5.7,4130,113231078,95
1803,9679,2000/06/09,6.4,3380,237202299,118
1804,277597,2014/08/05,5.3,91,0,90
1805,17445,2009/07/28,6.9,308,0,75
1806,87827,2012/11/20,7.4,11142,609016565,127
1807,891657,2020/10/31,3,2,0,0
1808,785537,2021/07/09,5.8,31,0,101
1809,345911,2016/07/21,6.3,3122,148868835,81
1810,496450,,0,0,0,0
1811,459159,2017/07/28,6.3,122,0,5
1812,240,1974/12/20,8.6,9028,102600000,202
1813,11978,2000/09/13,7.4,1639,48814909,129
1814,300803,2015/02/24,5.4,193,0,97
1815,822010,2021/05/12,7.8,6,0,90
1816,72213,2011/09/30,7.5,249,34522221,129
1817,738652,2021/09/09,6.2,99,5400000,107
1818,277216,2015/08/11,7.8,2972,201634991,147
1819,4233,1997/12/09,6.4,2592,172363301,120
1820,282035,2017/06/06,5.5,5940,409231607,110
1821,522627,2019/12/03,7.7,3684,114996853,113
1822,206487,2014/08/28,7.4,5008,4942449,97
1823,10380,1991/11/21,6.4,567,40766041,75
1824,429,1966/12/23,8.5,6218,25118063,161
1825,271969,2016/08/17,5.7,1392,94061311,125
1826,581734,2021/01/29,7.3,1773,14784114,108
1827,407436,2018/11/25,6.5,2081,0,105
1828,13179,2008/09/11,6.7,1049,0,78
1829,357096,2015/10/01,5.7,707,0,91
1830,83542,2012/10/26,6.9,5870,130482868,172
1831,2668,1999/11/18,7.1,5202,206071502,105
1832,445651,2018/07/25,7,2162,41142379,105
1833,507086,2022/06/08,0,0,0,0
1834,10066,2005/04/30,5.8,2206,68766121,113
1835,532142,2018/09/08,7.8,9,0,15
1836,11969,1993/12/25,7.6,1444,56505065,130
1837,11281,1981/10/30,6.6,1373,25533818,92
1838,399019,2017/06/23,5.9,1816,27397655,93
1839,378236,2017/07/23,5.6,2398,216909830,86
1840,452006,2001/01/01,5.2,10,0,86
1841,346685,2016/10/05,6.4,4807,173185859,112
1842,520725,2020/02/12,5.8,266,0,101
1843,369299,2016/05/13,7.6,477,0,113
1844,716799,2020/11/06,5,2,0,119
1845,506281,2021/02/12,7.2,156,0,105
1846,324849,2017/02/08,7.2,3881,311950384,104
1847,36586,2002/03/22,6.5,3603,155010032,117
1848,479957,2017/10/05,5.8,104,0,94
1849,483455,2018/03/03,8.2,82,0,90
1850,244786,2014/10/10,8.4,11542,13092000,107
1851,571627,2019/07/31,6.7,172,11750306,129
1852,483906,2019/01/25,6.3,1629,0,118
1853,1690,2006/01/06,5.9,2736,81979826,94
1854,18009,1994/04/07,5.5,203,2260622,85
1855,44728,2004/03/06,7,133,13422333,95
1856,489,1997/12/05,8.1,9054,225933435,127
1857,51540,2011/07/08,6.6,5203,209838559,98
1858,182026,2013/04/05,8.3,36,0,77
1859,76544,2013/07/04,6,667,2054941,105
1860,11397,2001/12/07,5.7,1494,66468332,89
1861,615129,,0,0,0,0
1862,476299,2018/03/14,7.3,1749,0,91
1863,187257,2012/02/08,5.7,5,0,94
1864,41513,2011/07/29,5.8,3007,563749323,103
1865,13761,1998/08/04,5.4,1101,0,72
1866,127380,2016/06/16,7.1,10184,1028570889,97
1867,74997,2011/10/06,4.7,962,0,91
1868,527435,2018/11/22,7.1,1538,0,104
1869,752,2006/02/23,7.9,11644,132511035,132
1870,1417,2006/08/25,7.7,8520,83258226,118
1871,342473,2016/12/14,7.2,1539,2351359,89
1872,286567,2016/10/14,5.6,601,6272403,92
1873,397567,2017/12/14,8.1,450,125983972,139
1874,585381,2021/03/04,6.5,25,0,113
1875,888826,2021/11/06,2,1,,
1876,274167,2015/12/25,6.2,2479,242786137,96
1877,818480,2021/10/28,2,1,0,0
1878,474392,2018/02/16,5.8,178,4873825,110
1879,889474,,0,0,0,312
1880,205081,2006/08/10,8.1,101,0,73
1881,692969,2020/10/22,5.6,410,0,86
1882,242512,2014/10/24,5.1,2249,103590271,89
1883,17578,2011/10/24,6.8,4350,371940071,107
1884,720998,2016/10/16,7,10,0,96
1885,239523,2013/12/27,7.2,113,7449778,97
1886,448441,2014/03/15,6.3,18,0,50
1887,1366,1976/11/21,7.8,5713,117235147,120
1888,45772,2011/01/13,5.8,1572,189712432,84
1889,738542,2020/09/01,5.9,37,0,81
1890,9737,1995/04/07,6.8,4901,141407024,119
1891,399055,2017/12/01,7.3,10157,194989655,123
1892,10281,1988/05/13,5.4,686,19170001,88
1893,201066,2013/06/15,5.3,111,0,101
1894,438148,2022/06/23,0,0,0,0
1895,539,1960/06/22,8.4,7719,32000000,109
1896,1634,1993/07/16,6.2,1365,153698625,112
1897,1813,1997/10/17,7.4,4391,152944660,144
1898,268531,2017/06/01,6.2,910,125289450,89
1899,676,2001/05/21,6.9,5003,449220945,183
1900,297961,2014/10/18,5.8,155,0,87
1901,449562,2019/05/09,6.3,1903,32677774,94
1902,72710,2013/03/22,6.3,3473,63327201,125
1903,410685,2003/12/20,6.9,50,0,40
1904,10225,1986/08/01,6.2,789,19472057,86
1905,567609,2019/08/21,7,2823,57615777,95
1906,252838,2015/01/16,6.5,1297,79799880,101
1907,618354,2020/08/23,7.4,304,0,86
1908,217993,2014/02/02,7.6,771,5155325,79
1909,374720,2017/07/19,7.5,13389,527000000,107
1910,194662,2014/10/17,7.5,10822,103215094,120
1911,1370,1988/05/24,6.1,2291,189015611,102
1912,38317,2011/07/06,5.4,1291,169852759,102
1913,405882,2016/08/27,6.2,151,0,93
1914,277355,2015/02/26,5.5,420,358156,90
1915,654974,2021/11/12,6,2,0,90
1916,8358,2000/12/22,7.7,8890,429632142,143
1917,327833,2014/11/07,6.1,177,0,96
1918,447365,2023/05/03,0,0,0,0
1919,114150,2012/09/28,7.3,5582,115400000,112
1920,44214,2010/12/03,7.6,11693,329398046,108
1921,77805,2013/08/08,6,522,1585582,92
1922,419478,2018/03/22,7.8,2876,27365467,91
1923,467988,2017/07/11,5.5,21,5199,104
1924,637920,2019/10/10,8.3,3772,19289062,132
1925,127372,2012/09/14,6.1,185,3346265,105
1926,227159,2014/11/26,6.2,3430,107670357,108
1927,180299,2014/03/27,7.6,1739,6566916,150
1928,177677,2015/07/23,7.2,6986,682330139,131
1929,9353,2006/06/16,6.2,1144,99255460,92
1930,121734,2012/08/10,6,392,23000000,90
1931,51828,2011/03/02,7.4,3323,59389433,107
1932,513347,2018/08/04,6.8,430,496334,74
1933,87825,2012/09/21,6.7,893,0,111
1934,44833,2012/04/11,5.8,4422,303025485,131
1935,407655,2016/08/02,7.2,723,0,92
1936,413126,2016/04/07,7,3,0,0
1937,15969,1994/05/20,6.1,2133,0,69
1938,77663,2013/07/12,5.5,776,39881,91
1939,315064,2017/06/23,6.5,127,0,105
1940,554590,2019/08/30,7.8,391,0,120
1941,12437,2009/01/22,6.5,2893,92158961,92
1942,502581,2018/03/29,5.5,71,0,130
1943,372519,2016/01/28,7.3,220,37070177,120
1944,820654,2021/04/17,6.3,3,0,87
1945,390051,2017/02/28,5.8,702,261465,92
1946,109431,2013/02/07,5.8,2812,173965010,111
1947,109428,2013/04/05,6.4,3493,97542952,91
1948,266285,2014/05/22,6.4,626,1363964,92
1949,256274,2014/08/14,6.7,2502,40100000,93
1950,105379,2012/03/31,6.1,7,0,110
1951,44683,2010/07/29,6.7,678,0,76
1952,302946,2016/10/13,7,4779,155160045,128
1953,877372,2021/10/14,4.4,7,0,106
1954,204342,2013/04/13,6.2,106,0,105
1955,1924,1978/12/13,7.1,2834,300218018,143
1956,116946,2006/06/20,6.8,47,0,90
1957,10676,1982/10/22,5.1,900,14400000,98
1958,1452,2006/06/28,5.7,3255,391081192,154
1959,272878,2015/06/26,7.1,618,43967255,111
1960,211672,2015/06/17,6.4,8957,1156730962,91
1961,927,1984/06/07,7.1,4957,153083102,106
1962,184125,2013/06/30,5.9,370,0,99
1963,458594,2018/09/06,6.7,1562,48818723,102
1964,19173,2008/10/17,5.6,214,0,102
1965,516632,2020/10/22,6.2,317,4176641,137
1966,129533,2012/09/13,7.1,437,0,86
1967,375588,2018/11/21,5.9,2369,86493046,116
1968,11237,2004/08/26,5.4,685,0,96
1969,716258,2020/10/06,6.5,340,0,100
1970,587065,2019/10/24,5.9,15,521149,85
1971,134375,2012/11/25,5.4,269,0,87
1972,598,2002/02/05,8.4,5407,30641770,130
1973,338766,2016/08/12,7.3,3502,37589296,102
1974,323675,2016/01/14,6.3,1322,124827316,102
1975,501170,2019/10/30,7.2,2988,72281712,152
1976,774372,2020/12/21,8.4,270,0,97
1977,23202,2007/10/26,6.9,1263,0,82
1978,259694,2016/01/21,6.2,2738,112343513,110
1979,362584,2016/08/19,8.1,117,0,64
1980,9567,2003/03/07,6.8,1655,86468162,121
1981,244566,2014/08/15,5.4,521,88273,90
1982,56288,2011/08/18,4.8,752,85564310,89
1983,13283,2007/09/17,7.2,531,0,86
1984,311056,2015/03/15,7,41,0,82
1985,861,1990/06/01,7.3,4350,261317921,113
1986,188927,2016/07/07,6.8,5490,343471816,122
1987,532638,2018/08/27,5.4,69,0,102
1988,439015,2018/08/10,4.4,1534,11817275,93
1989,949,1995/12/15,7.9,5106,187436818,170
1990,356305,2016/12/22,6.3,3399,118102725,111
1991,462677,2017/03/04,7.5,34,0,101
1992,9645,2002/10/25,5.9,1745,68349884,91
1993,316029,2017/12/20,8,7725,432844677,105
1994,9509,2004/04/23,7.4,3858,130293714,146
1995,423,2002/09/17,8.4,6775,120072577,150
1996,308266,2016/08/17,6.9,3632,86234523,114
1997,339988,2017/04/27,5.5,3715,20497844,110
1998,10285,1993/08/13,4.5,650,15938065,87
1999,8329,2007/11/23,7.2,3181,32511655,78
2000,8835,2001/07/13,6.7,2882,141774679,96
2001,37169,2009/04/26,5.2,1581,252207,92
2002,523536,2018/12/25,7.4,121,0,81
2003,137094,2014/01/15,6.1,2308,135511030,105
2004,1573,1990/07/02,6.9,4376,240031094,124
2005,10483,2008/08/22,6.2,2913,76014335,105
2006,109520,2012/05/21,5.7,197,0,90
2007,378108,2016/11/12,8.1,410,19496308,130
2008,438799,2018/11/01,6.7,2162,41657844,110
2009,834,2006/01/12,6.6,3222,111476513,106
2010,785534,2021/03/12,8.2,255,0,96
2011,413518,2019/12/19,6.6,1155,17133446,125
2012,324668,2016/07/27,6.3,4683,415484914,123
2013,607430,2021/07/15,7.3,21,0,124
2014,1637,1994/06/09,7.1,4622,350448145,116
2015,123025,2012/08/21,7.8,1135,0,76
2016,1562,2007/04/26,6.6,3198,65048678,100
2017,552532,2020/01/27,8.1,269,0,125
2018,484641,2019/06/19,6.7,1899,31626978,119
2019,683641,2021/09/16,5,12,0,126
2020,608195,2020/07/03,6.1,257,178592,94
2021,68812,2012/09/01,6.5,778,1969193,105
2022,20441,2009/07/21,5.4,121,0,94
2023,447377,2018/01/25,2,1,0,80
2024,39691,2010/07/28,5.2,475,112483764,82
2025,254473,2014/04/22,5.9,1243,68896829,90
2026,128,1997/07/12,8.4,5907,159414369,134
2027,347969,2015/12/11,5.1,1062,0,119
2028,18,1997/05/02,7.5,8562,263920180,126
2029,13205,2006/01/26,6.4,755,0,72
2030,47327,2011/02/24,5.5,1423,28931401,105
2031,8247,2008/02/13,6.1,4552,222231186,88
2032,1933,2001/08/02,7.6,4928,209947037,101
2033,579188,2019/10/02,7.3,21,0,115
2034,7220,2004/04/15,6.3,2094,54700105,124
2035,33542,1995/01/21,6.8,691,32392047,104
2036,181656,2012/09/29,7,56,0,76
2037,11618,1999/07/23,5.4,1017,91188905,113
2038,27584,2010/06/03,5.8,103,221590,99
2039,346808,2015/10/15,5.8,417,133332,96
2040,13183,2009/03/04,7.3,7183,185258983,163
2041,855823,2021/09/15,7.4,181,0,112
2042,16859,1989/07/29,7.8,2802,4493017,103
2043,324542,2017/01/12,5.9,1034,32540674,95
2044,490132,2018/11/16,8.3,8377,319700000,130
2045,373879,2015/12/20,7.4,95,0,106
2046,274862,2017/09/21,6.5,745,123081555,101
2047,374195,2016/04/01,5.7,9,0,78
2048,417678,2017/05/18,7.3,3349,61621140,96
2049,149870,2013/07/20,7.8,2091,117932401,126
2050,13387,2008/11/26,6.1,2599,108979549,104
2051,81481,2011/09/22,8.1,287,31500000,125
2052,619,1992/11/25,6.6,2184,411006740,129
2053,337170,2017/08/18,6.8,3434,133511855,115
2054,18937,1998/05/15,6.9,634,38172500,86
2055,699570,2017/07/27,5.2,9,0,12
2056,10515,1986/08/02,8,2966,5228752,125
2057,370663,2017/02/10,6.8,905,33673,92
2058,77459,2011/10/12,6.8,960,0,90
2059,924,2004/03/19,7,2943,102356381,101
2060,268690,2014/10/30,7.7,84,6300000,83
2061,57718,2011/02/25,6.6,162,0,16
2062,153518,2016/05/11,6.2,2833,349779543,97
2063,332562,2018/10/03,7.5,9768,433888866,136
2064,505600,2019/05/24,7.1,1887,24849029,102
2065,424,1993/11/30,8.6,11994,321365567,195
2066,338953,2022/04/07,0,0,0,0
2067,35019,2010/03/26,6.3,1426,123276807,109
2068,9880,2001/08/03,6.9,3918,165335153,115
2069,8467,1994/12/16,6.6,4801,247275374,107
2070,440021,2017/10/12,6.6,4984,122637878,97
2071,1372,2006/01/26,7.5,5899,171720398,143
2072,401043,2016/09/03,6.8,8,0,90
2073,6795,2005/11/06,6.4,2510,65079104,101
2074,13680,2007/09/28,6.4,1560,147880543,110
2075,1645,1996/07/24,7.3,1597,152266007,149
2076,606856,2019/12/20,8.2,1308,0,113
2077,15906,2005/10/04,7,516,0,85
2078,10065,2005/04/14,6.1,1681,108047131,90
2079,28874,2009/08/01,7.5,672,18434328,114
2080,16871,2009/03/15,6.3,2748,90810892,99
2081,38594,2008/09/21,6.4,151,0,35
2082,12448,2002/02/05,5.4,613,0,68
2083,9348,1995/07/07,5.9,1165,113374103,108
2084,110552,2013/10/23,5.9,182,3302463,104
2085,162,1990/12/05,7.7,10373,53000000,105
2086,257475,2014/04/26,6.9,94,0,83
2087,644583,2021/02/10,7.5,547,0,129
2088,551824,2018/10/01,6.3,41,0,90
2089,119569,2012/09/13,6.5,319,0,12
2090,768076,2020/11/24,5.5,4,0,46
2091,283445,2015/08/19,5.8,1661,53329150,97
2092,429351,2018/01/16,6.1,2181,67450815,130
2093,9802,1996/06/07,7.1,3480,335062621,137
2094,666624,2021/06/07,5.8,110,0,118
2095,345920,2016/12/06,7.3,4692,88528280,97
2096,416194,2018/08/31,6.8,486,0,106
2097,455839,2017/05/19,6.1,700,0,95
2098,741434,2021/04/02,6.2,51,0,119
2099,681783,2021/10/14,6.7,3,0,107
2100,879,1991/04/10,6.9,4211,300855000,142
2101,590223,2020/10/16,7.4,2653,1070714,109
2102,9693,2006/09/19,7.6,5488,70595464,109
2103,816,1997/05/02,6.5,2538,67683989,94
2104,120467,2014/02/26,8,11593,174600318,100
2105,395991,2017/09/22,7.3,1119,25754775,134
2106,817,1999/06/08,6.2,2563,312016858,95
2107,646385,2022/01/12,0,0,0,0
2108,316023,2016/07/07,6.1,2094,77068246,98
2109,9757,2007/02/08,5.6,1730,159313561,102
2110,2251,2002/05/10,6.6,1082,119137784,124
2111,160642,2012/03/03,7.1,38,0,100
2112,9837,1998/12/16,7.2,2993,218613188,99
2113,65057,2011/09/09,6.8,2148,177243185,115
2114,491418,2018/11/13,7.6,2122,14700000,118
2115,238713,2015/05/06,6.8,5071,235666219,120
2116,39538,2011/09/08,6.6,4787,137551594,106
2117,335360,2017/10/05,7.2,285,60330833,99
2118,335796,2016/10/20,6.1,1954,81705746,99
2119,40807,2011/09/30,7.1,3009,39187783,100
2120,1954,2004/01/22,7.5,5724,96060858,113
2121,710871,2021/05/26,6.4,82,0,117
2122,2048,2004/07/15,6.9,9533,347234916,115
2123,9731,1985/03/22,5.3,779,21930418,92
2124,595813,2021/03/29,5.9,94,0,107
2125,6977,2007/11/08,7.9,9110,171627166,122
2126,657561,2020/02/27,7,55,0,90
2127,570508,2019/02/13,7.7,38,0,129
2128,665,1959/11/18,7.8,1938,164000000,222
2129,18198,2008/02/26,6.7,376,0,75
2130,11770,2001/07/05,7,1556,42776760,113
2131,812592,2021/04/28,6.7,64,0,94
2132,635702,2021/01/01,9.3,4,0,0
2133,600,1987/06/26,8.1,8039,46357676,117
2134,1271,2007/03/07,7.2,11132,422610419,117
2135,144336,2014/03/28,5.6,1110,22126842,110
2136,79218,2011/11/24,6.5,475,0,26
2137,150023,1983/02/11,6.3,19,0,101
2138,10925,1985/04/25,7.2,1176,14237880,91
2139,283984,2017/10/14,7.5,129,17422935,120
2140,84892,2012/09/20,7.8,8533,33400000,103
2141,300681,2018/10/25,6.1,1011,8100000,107
2142,369972,2018/10/11,7,4227,105702570,141
2143,453362,2017/10/12,6,15,0,94
2144,716703,2020/12/17,5.2,93,0,87
2145,3597,1997/10/17,5.9,2037,125586134,100
2146,310,2003/05/23,6.7,8740,484592874,101
2147,31967,2010/02/09,6.9,363,0,84
2148,571648,2020/02/19,7.2,123,5707415,108
2149,438590,2018/08/23,6.3,946,0,98
2150,467938,2018/02/07,6.4,1315,692079,109
2151,810693,2021/12/24,0,0,0,0
2152,146198,2016/02/19,5.9,1705,12639297,115
2153,592834,2020/01/09,7,842,4418501,99
2154,497582,2020/09/23,7.4,4046,0,123
2155,541568,2018/08/01,5.6,11,0,101
2156,458723,2019/03/14,7,5418,255105930,116
2157,318256,2015/05/29,5.9,451,0,84
2158,1830,2005/09/16,7.3,3472,72617068,122
2159,39324,1993/02/24,7.5,378,0,48
2160,332567,2016/06/24,6.4,4237,119100758,86
2161,9335,2005/08/03,6.3,2720,89083229,87
2162,508,2003/09/07,7.1,5188,244931766,135
2163,295693,2017/03/23,6.5,5981,498814908,97
2164,161326,2008/01/22,3.8,14,0,75
2165,447185,2017/10/21,6.2,18,0,97
2166,214553,2013/09/14,7,53,0,97
2167,24615,2005/01/01,7.1,312,0,74
2168,8961,2003/07/18,6.6,4217,273339556,147
2169,8078,1997/11/12,6.1,3581,162000000,109
2170,1735,2008/07/01,5.4,3523,403449830,112
2171,10096,2004/04/13,6.7,4024,96455697,98
2172,748224,2020/09/28,4.7,8,0,77
2173,283727,2014/12/13,6.7,45,0,122
2174,1585,1946/12/20,8.3,3086,9644124,130
2175,40662,2010/07/27,7.8,1167,6629178,75
2176,603603,2021/05/28,5.7,21,0,107
2177,241554,2015/03/11,6.4,2300,71561644,114
2178,110420,2012/07/21,8.3,1648,55060661,117
2179,1265,2007/02/15,7.3,3642,137587063,96
2180,698940,2011/01/01,7.9,9,0,6
2181,222724,2013/09/13,7.9,70,0,400
2182,666750,2020/02/04,7,247,0,97
2183,743227,2020/09/15,7.2,36,0,93
2184,1367,1979/06/15,7.2,3178,85182160,119
2185,537061,2019/09/02,8.4,610,0,82
2186,11238,1996/05/20,6.3,1507,0,81
2187,607,1997/07/02,7.2,11121,589390539,98
2188,38745,2010/12/25,5.2,1871,237382724,85
2189,253155,2014/01/18,6.7,13,0,110
2190,4552,2003/06/13,7.1,791,0,115
2191,9728,1982/08/13,5.8,936,36690067,95
2192,14444,1998/11/20,6.1,439,100491683,79
2193,8698,2003/07/11,5.9,3177,179265204,110
2194,16353,2008/12/04,6.4,469,8936663,98
2195,581032,2020/12/25,7,1180,0,118
2196,11587,1990/08/17,6.2,462,0,110
2197,122906,2013/09/04,7.9,6521,87100449,123
2198,38356,2011/06/28,6.1,6613,1123794079,154
2199,9021,2002/10/31,5.8,946,172842355,104
2200,515001,2019/10/18,8.1,6695,82468705,108
2201,11675,1998/08/05,6,1149,55041738,86
2202,264660,2015/01/16,7.6,10679,36869414,108
