,id,release_date,vote_average,vote_count,revenue,runtime
4637,22971,2010/02/04,6.9,3591,114977104,115
4638,461054,2017/07/11,7.3,122,0,72
4639,411741,2017/08/11,6.5,717,24931915,97
4640,600583,2021/11/17,0,0,0,126
4641,10715,2003/11/14,6.4,1149,68514844,93
4642,455650,2017/06/29,4.6,15,0,105
4643,472815,2019/11/18,5.4,119,0,90
4644,401847,2018/10/19,6.8,990,8586944,107
4645,50270,1991/02/13,6.9,241,0,99
4646,8831,1994/09/15,5.9,830,101646581,99
4647,858,1993/06/24,6.7,1728,227799884,105
4648,449574,2017/11/17,6.3,340,0,89
4649,444713,2017/03/02,5.9,27,0,123
4650,11713,1972/03/22,7.3,628,0,108
4651,11113,1964/10/21,7.6,934,72661442,170
4652,404378,2016/11/04,7.9,1045,82703,103
4653,37757,2010/05/04,8.1,109,0,240
4654,13809,2008/09/04,7,2222,25739015,114
4655,467342,2017/09/21,5.3,54,0,93
4656,11096,2005/01/27,6.4,1231,122650962,101
4657,525,1980/06/16,7.7,3188,115229890,133
4658,284536,2014/12/25,5.9,1080,39171130,111
4659,586347,2019/03/05,5.3,96,0,94
4660,390061,2017/09/28,6.1,389,4372130,103
4661,11178,2001/07/27,7.5,392,0,123
4662,511322,2019/11/08,6.7,720,33856058,109
4663,762,1975/05/25,7.8,4441,5028948,91
4664,227707,2013/12/05,5.6,167,6399,99
4665,684420,2020/04/10,5,26,0,61
4666,364433,2015/05/12,7.5,2164,0,112
4667,115782,2013/08/16,6.1,2050,35931410,128
4668,544431,2018/11/16,6.4,383,0,109
4669,71186,1999/04/19,7.2,76,0,95
4670,269955,2014/05/14,7,36,0,132
4671,4806,1999/07/30,6.1,1537,309457509,116
4672,218778,2014/10/08,6.2,1098,100654149,81
4673,110416,2014/09/06,8.1,1047,857522,93
4674,667,1967/06/13,6.6,1503,111584787,117
4675,892342,2021/11/10,0,0,0,99
4676,44725,2002/03/02,6.5,99,13107237,56
4677,6415,1999/04/21,6.6,1540,108000000,114
4678,471474,2018/01/12,6.7,505,3469151,78
4679,306,1994/05/24,5.9,1292,119208989,105
4680,9759,2004/09/06,6.4,1450,56422687,94
4681,787298,2021/02/11,6.2,216,0,102
4682,150,1982/12/07,6.7,1050,78868508,96
4683,309924,2015/02/27,6.4,228,234417,101
4684,328111,2016/06/18,6.2,6931,875457937,87
4685,139567,2012/08/31,5.7,537,4636169,97
4686,809065,2021/11/11,0,0,0,0
4687,767499,2021/10/08,5.6,83,0,81
4688,76640,2013/01/12,6,2228,0,107
4689,49797,2010/08/12,7.8,1682,0,142
4690,530442,2018/06/12,4.9,69,0,105
4691,617126,,0,0,0,0
4692,2277,1999/12/17,7.2,2863,0,131
4693,568091,2019/09/22,6.7,1661,0,99
4694,82,2006/07/27,5.9,1280,163794509,132
4695,653598,2020/08/14,6.5,135,43840,93
4696,10995,1992/01/22,6.9,420,5013090,115
4697,376581,2016/08/12,5.5,147,0,89
4698,10471,2000/01/12,6.4,407,59827328,98
4699,122857,2012/10/04,5.5,309,1402307,114
4700,33909,2010/09/02,6.1,1172,134748021,133
4701,473637,2017/03/21,5.9,23,0,87
4702,43933,2010/06/18,6.2,1198,5639730,94
4703,9871,2000/08/01,6.8,588,0,108
4704,38050,2011/03/03,6.7,3594,127869379,106
4705,595,1962/12/20,8.1,1942,13129846,129
4706,553592,2021/06/11,6.2,10,0,101
