Unnamed: 0,id,release_date,vote_average,vote_count,revenue,runtime,original_language,original_title,popularity
1506,23398,2009/12/21,5.7,2254.0,443140005.0,88.0,en,Alvin and the Chipmunks: The Squeakquel,50.451
1507,840427,2021/07/25,5.9,51.0,0.0,108.0,ro,Tata mută munții,44.45
1508,15015,2002/10/01,7.0,920.0,0.0,84.0,en,Barbie as Rapunzel,49.239
1509,15016,2003/09/27,7.0,869.0,0.0,81.0,en,Barbie of Swan Lake,43.484
1510,619432,2004/08/21,7.1,6.0,0.0,11.0,ja,木ノ葉の里の大運動会,41.663
1511,55301,2011/12/14,5.7,1666.0,342695435.0,87.0,en,Alvin and the Chipmunks: Chipwrecked,44.731
1512,456740,2019/04/10,5.5,2573.0,44664690.0,120.0,en,Hellboy,48.044
1513,280092,2015/06/04,6.3,2624.0,104303851.0,97.0,en,Insidious: Chapter 3,45.625
1514,43539,2010/11/18,7.1,2217.0,51148651.0,133.0,en,The Next Three Days,38.721
1515,348,1979/05/25,8.1,11049.0,104931801.0,117.0,en,Alien,40.367
1516,260372,2014/04/04,4.1,51.0,0.0,126.0,en,Bermuda Tentacles,42.001
1517,8982,2005/08/11,7.1,593.0,27165581.0,111.0,th,ต้มยำกุ้ง,50.417
1518,622855,2020/11/06,6.7,364.0,0.0,122.0,en,Jingle Jangle: A Christmas Journey,39.013
1519,166666,2013/02/21,7.5,608.0,6677474.0,111.0,de,3096 Tage,31.466
1520,105,1985/07/03,8.3,15757.0,381109762.0,116.0,en,Back to the Future,45.149
1521,399402,2018/10/19,6.8,1580.0,31672678.0,121.0,en,Hunter Killer,48.414
1522,845222,2021/07/23,7.6,319.0,0.0,92.0,ko,킹덤: 아신전,45.318
1523,10010,2006/08/17,6.7,1143.0,0.0,73.0,en,Brother Bear 2,45.696
1524,707131,2019/10/26,5.3,4.0,0.0,5.0,en,Polaroid,61.829
1525,82390,2012/09/14,5.6,578.0,1353868.0,107.0,en,The Paperboy,41.689
1526,809970,2021/08/18,6.2,12.0,0.0,106.0,pl,Hiacynt,42.269
1527,28,1979/08/15,8.3,6131.0,150000000.0,147.0,en,Apocalypse Now,40.634
1528,9016,2002/11/26,7.5,3130.0,109578115.0,95.0,en,Treasure Planet,41.384
1529,315837,2017/03/29,6.0,6748.0,169801921.0,107.0,en,Ghost in the Shell,47.592
1530,298250,2017/10/26,6.2,2826.0,102952888.0,92.0,en,Jigsaw,43.291
1531,741998,2020/10/02,5.5,177.0,0.0,93.0,it,Il legame,40.722
1532,614409,2021/02/12,7.8,1427.0,0.0,115.0,en,To All the Boys: Always and Forever,45.436
1533,18360,2009/05/20,6.1,5595.0,413106170.0,105.0,en,Night at the Museum: Battle of the Smithsonian,47.516
1534,265147,1971/08/26,5.8,5.0,0.0,95.0,de,Die goldene Banane von Bad Porno,51.561
1535,314405,2015/05/14,6.3,1313.0,0.0,134.0,it,Il racconto dei racconti,64.483
1536,12536,2004/05/18,4.5,907.0,0.0,84.0,en,Home Alone 4,46.358
1537,11024,2004/03/24,6.0,2091.0,181466833.0,93.0,en,Scooby-Doo 2: Monsters Unleashed,49.443
1538,444308,2004/08/01,7.0,79.0,0.0,18.0,en,Cashback,37.526
1539,752455,2020/12/01,6.3,71.0,0.0,47.0,en,Angela's Christmas Wish,44.033
1540,18131,2009/06/09,4.8,74.0,0.0,95.0,en,Baby on Board,39.871
1541,35056,2010/04/08,6.1,2281.0,152263880.0,97.0,en,Date Night,32.642
1542,49524,2013/07/18,5.7,2996.0,61648500.0,96.0,en,R.I.P.D.,49.344
1543,888,1994/05/26,5.3,1884.0,341631208.0,91.0,en,The Flintstones,43.585
1544,43593,2010/08/20,5.4,1663.0,83188165.0,88.0,en,Piranha 3D,38.886
1545,8274,2005/10/30,5.5,1664.0,0.0,94.0,en,American Pie Presents: Band Camp,47.32
1546,9319,1991/12/11,6.8,1324.0,59509925.0,105.0,en,The Last Boy Scout,64.096
1547,872537,2021/10/08,5.3,3.0,0.0,113.0,en,Convergence: Courage in a Crisis,47.778
1548,5559,2007/10/28,6.0,3829.0,287594577.0,91.0,en,Bee Movie,53.808
1549,715123,2020/10/07,6.7,188.0,0.0,107.0,en,Books of Blood,43.901
1550,494407,2018/07/13,7.0,131.0,23740788.0,100.0,ja,劇場版ポケットモンスター みんなの物語,
1551,11778,1978/03/09,8.0,2743.0,50000000.0,184.0,en,The Deer Hunter,29.543
1552,271718,2015/07/17,5.8,2212.0,140795793.0,125.0,en,Trainwreck,41.785
1553,10781,2006/10/06,6.1,1271.0,51764406.0,91.0,en,The Texas Chainsaw Massacre: The Beginning,39.09
1554,576004,2019/06/28,6.3,136.0,0.0,98.0,en,Porno,45.056
1555,290595,2016/04/06,6.3,4030.0,164989338.0,114.0,en,The Huntsman: Winter's War,37.592
1556,218,1984/10/26,7.6,9902.0,78371200.0,108.0,en,The Terminator,42.481
1557,761270,2021/06/03,5.8,65.0,0.0,110.0,sv,Dancing Queens,45.139
1558,6114,1992/11/13,7.4,3720.0,215862692.0,128.0,en,Bram Stoker's Dracula,40.52
1559,753926,2020/10/18,5.6,84.0,0.0,89.0,en,Toys of Terror,39.132
1560,579051,2021/02/19,6.8,112.0,0.0,116.0,en,Silk Road,44.28
1561,338762,2020/03/05,6.8,4070.0,33542457.0,110.0,en,Bloodshot,44.237
1562,588,2006/04/21,6.5,3208.0,97607453.0,125.0,en,Silent Hill,37.309
1563,406990,2017/08/18,7.2,5009.0,27975429.0,123.0,en,What Happened to Monday,39.502
1564,11917,2008/10/23,6.2,2565.0,113857533.0,95.0,en,Saw V,44.74
1565,2667,1999/07/14,6.3,3488.0,248639099.0,81.0,en,The Blair Witch Project,39.638
1566,36648,2004/12/08,5.9,2973.0,128905366.0,123.0,en,Blade: Trinity,37.037
1567,39451,2010/12/21,5.6,2623.0,310650585.0,98.0,en,Little Fockers,39.136
1568,728791,2020/11/17,5.5,21.0,0.0,87.0,en,Playhouse,46.212
1569,22970,2012/04/12,6.6,6168.0,71041255.0,95.0,en,The Cabin in the Woods,
1570,837463,2021/06/03,2.0,1.0,0.0,86.0,en,The Perfect Wedding,40.675
1571,181283,2015/03/15,6.3,1301.0,3324330.0,137.0,en,Child 44,35.743
1572,270303,2015/02/04,6.6,4956.0,14674076.0,101.0,en,It Follows,40.848
1573,10591,2004/04/09,6.7,2567.0,31635150.0,110.0,en,The Girl Next Door,44.017
1574,37056,2010/05/13,7.0,2425.0,82148538.0,105.0,en,Letters to Juliet,36.918
1575,13700,2004/04/02,6.0,1567.0,103951461.0,76.0,en,Home on the Range,43.711
1576,774810,2020/12/11,6.6,47.0,0.0,28.0,en,A Trash Truck Christmas,37.224
1577,81005,2013/02/27,5.8,4193.0,197687603.0,114.0,en,Jack the Giant Slayer,47.213
1578,137106,2014/02/06,7.4,6311.0,469160692.0,100.0,en,The Lego Movie,43.214
1579,474395,2018/07/27,7.4,888.0,28646544.0,85.0,en,Teen Titans Go! To the Movies,42.672
1580,52629,2010/09/03,7.8,370.0,0.0,145.0,es,El Infierno,40.26
1581,280217,2019/01/26,6.7,1541.0,190514361.0,106.0,en,The Lego Movie 2: The Second Part,37.424
1582,98567,2012/12/20,6.2,602.0,171339013.0,109.0,cn,十二生肖,42.759
1583,267935,2016/06/01,6.2,2690.0,195243411.0,117.0,en,The BFG,45.261
1584,405774,2018/12/13,6.9,7933.0,0.0,124.0,en,Bird Box,57.768
1585,411088,2017/01/06,8.2,3468.0,30000000.0,107.0,es,Contratiempo,45.399
1586,9725,1981/05/01,6.1,1131.0,21722776.0,87.0,en,Friday the 13th Part 2,36.44
1587,433,1964/08/27,7.6,3789.0,102272727.0,139.0,en,Mary Poppins,43.382
1588,49527,2012/01/13,6.4,2055.0,46221189.0,102.0,en,Man on a Ledge,44.235
1589,254470,2015/05/07,6.9,4657.0,287506194.0,115.0,en,Pitch Perfect 2,41.974
1590,13285,2006/03/14,6.8,524.0,0.0,75.0,en,Barbie Fairytopia: Mermaidia,40.721
1591,50646,2011/07/29,7.2,6536.0,142851197.0,118.0,en,"Crazy, Stupid, Love.",37.922
1592,627290,2020/09/02,6.4,614.0,6852361.0,105.0,en,Antebellum,35.459
1593,6537,2007/05/20,7.2,2193.0,78638987.0,105.0,es,El orfanato,34.419
1594,514710,2018/08/24,6.7,107.0,0.0,54.0,ja,ちいさな英雄－カニとタマゴと透明人間－,44.479
1595,518764,2018/06/29,7.3,146.0,0.0,125.0,zh,动物世界,35.978
1596,8273,2003/08/01,6.2,3251.0,231449203.0,103.0,en,American Wedding,45.964
1597,395990,2018/03/02,6.1,2030.0,34017028.0,107.0,en,Death Wish,36.673
1598,391713,2017/09/08,7.3,6667.0,78966486.0,94.0,en,Lady Bird,44.671
1599,252,1971/06/29,7.5,2529.0,4000000.0,100.0,en,Willy Wonka & the Chocolate Factory,44.158
1600,195589,2014/05/08,6.2,5906.0,270665134.0,97.0,en,Neighbors,39.611
1601,315465,2015/07/11,8.1,1097.0,49714378.0,119.0,ja,バケモノの子,44.212
1602,323660,2015/03/17,4.2,83.0,0.0,90.0,en,Avengers Grimm,36.7
1603,347126,2016/04/01,6.1,310.0,23507567.0,121.0,en,God's Not Dead 2,34.959
1604,597890,2021/04/08,6.3,360.0,4284903.0,108.0,en,Voyagers,39.183
1605,364111,2015/09/19,7.7,268.0,8852989.0,119.0,ja,心が叫びたがってるんだ。,44.453
1606,664767,2020/04/12,8.3,1036.0,0.0,80.0,en,Mortal Kombat Legends: Scorpion's Revenge,44.126
1607,476669,2021/12/22,0.0,0.0,0.0,131.0,en,The King's Man,42.633
1608,399360,2018/08/17,6.4,2048.0,35808437.0,97.0,en,Alpha,35.638
1609,440471,2018/06/05,5.1,1068.0,17500000.0,96.0,en,Escape Plan 2: Hades,37.132
1610,640,2002/12/25,7.9,11689.0,352114312.0,141.0,en,Catch Me If You Can,40.067
1611,62214,2012/10/04,6.9,2542.0,81493846.0,87.0,en,Frankenweenie,48.616
1612,76617,2013/01/03,5.5,1174.0,0.0,92.0,en,Texas Chainsaw 3D,35.911
1613,343795,2015/09/11,6.1,109.0,4842699.0,121.0,en,90 Minutes in Heaven,45.661
1614,10996,2002/07/19,5.7,1898.0,169956806.0,78.0,en,Stuart Little 2,43.804
1615,9714,1997/12/12,5.3,2288.0,79082515.0,102.0,en,Home Alone 3,37.8
1616,192141,2015/08/26,6.9,2002.0,54418872.0,103.0,en,No Escape,44.102
1617,407439,2018/03/15,6.3,413.0,10940439.0,120.0,en,Mary Magdalene,44.656
1618,63311,2011/08/17,7.5,3273.0,33750478.0,120.0,es,La piel que habito,39.092
1619,745881,2021/07/14,7.1,166.0,0.0,131.0,th,ร่างทรง,48.994
1620,530915,2019/12/25,8.0,8870.0,374733942.0,119.0,en,1917,38.561
1621,354282,2016/02/17,5.4,362.0,0.0,95.0,en,The Osiris Child,35.393
1622,11470,2001/07/24,4.8,929.0,16951798.0,91.0,en,Jason X,39.135
1623,170,2002/10/31,7.2,5016.0,85720385.0,113.0,en,28 Days Later,45.83
1624,4488,1980/05/09,6.4,2044.0,59754601.0,95.0,en,Friday the 13th,35.027
1625,664413,2020/02/07,7.0,6212.0,9458590.0,116.0,pl,365 dni,41.851
1626,109451,2013/09/26,6.4,2409.0,248384621.0,95.0,en,Cloudy with a Chance of Meatballs 2,41.981
1627,59859,2013/07/17,6.4,5039.0,60700000.0,103.0,en,Kick-Ass 2,46.027
1628,325133,2016/05/04,5.8,3736.0,108758521.0,92.0,en,Neighbors 2: Sorority Rising,39.03
1629,10320,2005/03/17,5.7,1778.0,161451538.0,110.0,en,The Ring Two,33.624
1630,428078,2018/11/27,6.2,3564.0,83672673.0,129.0,en,Mortal Engines,46.785
1631,31011,2009/11/06,7.9,4871.0,2331721.0,141.0,en,Mr. Nobody,29.722
1632,13474,2007/11/09,6.1,594.0,7766240.0,98.0,en,P2,39.867
1633,132232,2013/01/17,6.2,3414.0,146497771.0,100.0,en,Mama,35.212
1634,438650,2019/02/07,5.7,1899.0,76419755.0,119.0,en,Cold Pursuit,42.272
1635,114,1990/03/23,7.4,6046.0,463406268.0,119.0,en,Pretty Woman,40.205
1636,379291,2016/05/13,7.4,644.0,0.0,78.0,en,Justice League vs. Teen Titans,40.36
1637,583903,2019/02/25,7.2,168.0,0.0,124.0,en,Our Friend,31.869
1638,14564,2017/02/01,5.0,2164.0,83080890.0,102.0,en,Rings,32.806
1639,475430,2020/06/12,5.7,1266.0,0.0,94.0,en,Artemis Fowl,47.081
1640,522162,2019/11/06,7.1,1690.0,125641396.0,138.0,en,Midway,45.82
1641,460793,2017/10/27,6.4,1220.0,0.0,22.0,en,Olaf's Frozen Adventure,38.856
1642,298115,2014/11/01,7.2,251.0,0.0,26.0,en,Dragons: Dawn Of The Dragon Racers,28.351
1643,98,2000/05/01,8.2,14315.0,465361176.0,155.0,en,Gladiator,41.793
1644,448119,2020/01/01,6.8,2737.0,245692007.0,101.0,en,Dolittle,40.963
1645,133805,2013/10/16,6.0,3693.0,82394288.0,100.0,en,Carrie,58.731
1646,299687,2016/01/14,5.9,4919.0,109906372.0,112.0,en,The 5th Wave,40.433
1647,10501,2000/03/31,7.2,2978.0,76432727.0,89.0,en,The Road to El Dorado,49.025
1648,476926,2018/03/30,5.4,982.0,0.0,97.0,en,The Titan,32.584
1649,417320,2017/07/21,7.5,1295.0,0.0,111.0,en,Descendants 2,56.328
1650,818647,2022/02/04,0.0,0.0,0.0,0.0,es,A través de mi ventana,43.037
1651,245992,2005/07/29,5.8,9.0,1000000.0,56.0,en,Hentai kazoku,46.084
1652,551804,2020/11/12,6.8,852.0,15104310.0,102.0,en,Freaky,39.609
1653,257346,2014/03/25,6.4,169.0,0.0,83.0,ja,アベンジャーズ コンフィデンシャル：ブラック・ウィドウ ＆ パニッシャー,47.563
1654,48988,2011/02/25,5.6,1540.0,86157237.0,105.0,en,Hall Pass,36.06
1655,589082,2019/06/21,6.5,15.0,0.0,52.0,ja,薄暮,48.276
1656,8645,2008/06/11,5.3,2627.0,163403799.0,91.0,en,The Happening,40.755
1657,10530,1995/06/14,7.0,4626.0,346079773.0,85.0,en,Pocahontas,38.5
1658,857,1998/07/24,8.2,12322.0,481840909.0,169.0,en,Saving Private Ryan,40.199
1659,109414,2013/06/12,6.2,5135.0,126041322.0,107.0,en,This Is the End,39.302
1660,10014,1985/11/01,5.8,1273.0,29999213.0,87.0,en,A Nightmare on Elm Street Part 2: Freddy's Revenge,44.995
1661,11852,2002/12/13,6.3,1482.0,54639553.0,104.0,en,The Hot Chick,36.244
1662,431821,2017/06/17,6.1,30.0,0.0,90.0,ja,劇場版 魔法科高校の劣等生 星を呼ぶ少女,35.202
1663,2300,1996/11/15,6.9,4761.0,250200000.0,88.0,en,Space Jam,48.88
1664,14411,2003/07/02,6.9,1555.0,80767884.0,90.0,en,Sinbad: Legend of the Seven Seas,41.423
1665,207768,2013/08/25,6.4,942.0,678604.0,106.0,en,I Spit on Your Grave 2,35.023
1666,449176,2018/02/16,8.1,5153.0,66316289.0,110.0,en,"Love, Simon",31.878
1667,121856,2016/12/21,5.4,6553.0,240697856.0,115.0,en,Assassin's Creed,38.084
1668,602,1996/06/25,6.8,7662.0,817400891.0,145.0,en,Independence Day,47.197
1669,849938,2021/07/10,2.0,1.0,0.0,85.0,en,Framed by My Husband,60.572
1670,81774,1986/11/04,5.2,79.0,0.0,95.0,fr,Les Exploits d'un jeune Don Juan,35.055
1671,82703,2014/02/07,6.7,1915.0,272912430.0,92.0,en,Mr. Peabody & Sherman,38.183
1672,836691,2021/07/05,6.4,4.0,0.0,44.0,en,Shark Beach with Chris Hemsworth,33.492
1673,575293,2021/04/08,5.9,26.0,0.0,86.0,fr,Sous les étoiles de Paris,30.841
1674,27579,2010/08/31,5.9,1018.0,65464324.0,104.0,en,The American,37.477
1675,453405,2019/10/02,6.4,4012.0,173469516.0,117.0,en,Gemini Man,36.942
1676,296099,2015/07/28,6.3,2955.0,104384188.0,99.0,en,Vacation,40.172
1677,183011,2013/07/30,7.9,1340.0,0.0,75.0,en,Justice League: The Flashpoint Paradox,38.215
1678,37821,2010/06/04,5.9,1818.0,98159963.0,100.0,en,Killers,35.159
1679,93856,2012/05/24,5.2,1236.0,18112929.0,88.0,en,Chernobyl Diaries,50.709
1680,228161,2015/03/18,6.8,3234.0,368871007.0,94.0,en,Home,43.411
1681,624860,2021/12/15,0.0,0.0,0.0,147.0,en,The Matrix Resurrections,43.245
1682,1970,2004/10/22,5.9,2278.0,183474602.0,92.0,en,The Grudge,37.203
1683,72571,2011/10/19,5.9,1696.0,207039844.0,83.0,en,Paranormal Activity 3,39.405
1684,7443,2000/06/21,6.7,3815.0,224834564.0,84.0,en,Chicken Run,43.152
1685,259072,2014/08/22,5.3,569.0,0.0,91.0,en,Wrong Turn 6: Last Resort,41.374
1686,39323,1990/10/17,7.4,452.0,0.0,48.0,ja,ドラゴンボールZ たったひとりの最終決戦〜フリーザに挑んだZ戦士 孫悟空の父〜,43.046
1687,2383,1988/10/21,7.0,325.0,138241022.0,94.0,en,L'Ours,36.196
1688,258509,2015/12/17,6.1,1298.0,233755553.0,92.0,en,Alvin and the Chipmunks: The Road Chip,39.652
1689,70436,2012/03/09,6.3,1007.0,29657751.0,111.0,en,The Raven,42.899
1690,19556,2009/03/13,5.5,258.0,4591629.0,89.0,en,Miss March,34.944
1691,780382,2021/10/13,6.4,20.0,0.0,99.0,en,Le loup et le lion,25.726
1692,564251,2019/05/03,7.6,52.0,0.0,119.0,ja,映画 賭ケグルイ,46.506
1693,91342,2012/02/22,7.0,328.0,15489307.0,74.0,en,Barbie in A Mermaid Tale 2,44.93
1694,657811,2020/02/20,6.6,75.0,3666620.0,100.0,de,Lassie - Eine abenteuerliche Reise,44.705
1695,516486,2020/07/10,7.4,1942.0,0.0,91.0,en,Greyhound,30.205
1696,25475,2009/09/03,6.8,733.0,0.0,81.0,en,Tinker Bell and the Lost Treasure,40.67
1697,818809,2021/06/29,7.4,83.0,0.0,100.0,en,A Cinderella Story: Starstruck,36.795
1698,834500,2021/06/04,7.1,33.0,0.0,93.0,en,Trippin’ with the Kandasamys,38.772
1699,22804,2009/10/16,6.3,2337.0,68233629.0,96.0,en,Saw VI,48.112
1700,19288,2003/12/30,5.2,114.0,0.0,90.0,en,Leprechaun: Back 2 tha Hood,39.408
1701,397243,2016/12/21,6.7,3118.0,5972942.0,86.0,en,The Autopsy of Jane Doe,41.962
1702,49017,2014/10/01,6.4,5018.0,217124280.0,92.0,en,Dracula Untold,44.35
1703,276907,2015/09/09,6.9,2638.0,42972994.0,132.0,en,Legend,40.003
1704,4108,2002/10/02,6.7,4109.0,43928932.0,92.0,en,The Transporter,40.244
1705,17899,2009/03/27,4.5,111.0,5723917.0,107.0,es,Mentiras y gordas,43.878
1706,154400,2014/09/12,6.7,1708.0,19054534.0,106.0,en,The Drop,36.438
1707,14438,2008/09/26,7.5,457.0,33456317.0,122.0,en,Fireproof,36.367
1708,77931,2013/07/30,5.8,1747.0,347434178.0,105.0,en,The Smurfs 2,41.12
1709,8913,1989/04/21,6.6,1555.0,57469467.0,103.0,en,Pet Sematary,34.864
1710,412520,2016/12/07,5.4,98.0,0.0,102.0,fr,Sex Doll,40.054
1711,9340,1985/06/07,7.5,4433.0,61389680.0,114.0,en,The Goonies,39.903
1712,1255,2006/07/27,7.0,1989.0,88489643.0,120.0,ko,괴물,32.855
1713,569016,2019/01/01,7.1,81.0,0.0,94.0,ko,언니,34.546
1714,730028,2021/07/30,7.6,14.0,0.0,93.0,en,The Most Beautiful Boy in the World,46.947
1715,16007,2006/06/17,7.0,473.0,27793200.0,126.0,ja,デスノート,36.842
1716,681429,2020/04/24,6.7,86.0,0.0,91.0,es,Cuidado con lo que deseas,35.201
1717,149,1988/07/16,8.0,2872.0,553171.0,124.0,ja,アキラ,43.538
1718,10992,2001/07/04,5.4,1247.0,93375151.0,87.0,en,Cats & Dogs,38.437
1719,72358,2012/03/07,6.1,1066.0,22044277.0,91.0,en,A Thousand Words,31.029
1720,24831,1978/08/03,5.9,429.0,16000000.0,94.0,en,Piranha,33.572
1721,320846,2020/10/07,5.1,48.0,0.0,90.0,en,Sky Sharks,39.303
1722,2109,1998/09/18,6.9,3448.0,244721064.0,98.0,en,Rush Hour,38.767
1723,12222,2008/03/03,6.5,2578.0,298572799.0,86.0,en,Horton Hears a Who!,36.268
1724,256961,2015/04/16,5.2,1257.0,107597242.0,94.0,en,Paul Blart: Mall Cop 2,39.214
1725,443791,2020/01/08,6.3,2242.0,40882928.0,95.0,en,Underwater,41.779
1726,733491,2020/10/06,5.8,19.0,0.0,103.0,en,They Live Inside Us,36.667
1727,22538,2010/08/12,7.4,5963.0,48000000.0,112.0,en,Scott Pilgrim vs. the World,38.803
1728,758510,2020/10/29,6.4,64.0,0.0,98.0,pt,A Gruta,30.768
1729,458253,2019/04/04,7.0,626.0,26249469.0,95.0,en,Missing Link,35.566
1730,37165,1998/06/04,8.1,13863.0,264118201.0,103.0,en,The Truman Show,35.746
1731,425134,2017/03/06,6.9,493.0,26251899.0,115.0,en,How to Be a Latin Lover,40.548
1732,205126,2013/06/27,4.6,60.0,0.0,86.0,en,Independence Daysaster,46.838
1733,30497,1974/10/01,7.3,2117.0,30859000.0,83.0,en,The Texas Chain Saw Massacre,38.28
1734,50765,2011/01/04,5.4,45.0,0.0,101.0,en,Ticking Clock,39.129
1735,390062,2017/06/27,6.5,1459.0,1906640.0,115.0,en,Jungle,38.483
1736,866343,2021/08/27,4.8,4.0,0.0,0.0,es,Torcidos,28.894
1737,6145,2007/04/19,7.3,2950.0,91354215.0,113.0,en,Fracture,32.723
1738,340676,2016/10/19,5.9,960.0,1305195.0,106.0,en,Personal Shopper,34.278
1739,367816,2016/04/23,5.9,29.0,0.0,100.0,en,Ghostheads,33.394
1740,586954,2019/12/11,6.7,78.0,4983582.0,89.0,de,Latte Igel und der magische Wasserstein,40.131
1741,454619,2018/04/13,6.6,1089.0,91244913.0,112.0,en,Overboard,40.574
1742,257088,2015/12/03,5.9,1886.0,133718711.0,114.0,en,Point Break,35.018
1743,1368,1982/10/22,7.4,4632.0,125212904.0,93.0,en,First Blood,43.661
1744,1267,2007/03/23,6.9,2153.0,169332978.0,95.0,en,Meet the Robinsons,41.41
1745,157433,2019/04/04,5.7,2553.0,112399944.0,101.0,en,Pet Sematary,35.473
1746,10866,2001/10/05,6.5,862.0,36642838.0,97.0,en,Joy Ride,28.006
1747,19286,1995/07/04,5.9,196.0,0.0,90.0,en,Leprechaun 3,39.203
1748,644495,2021/11/24,0.0,0.0,0.0,157.0,en,House of Gucci,47.604
1749,333667,2016/07/08,6.1,213.0,9420546.0,90.0,en,Rock Dog,36.247
1750,593655,2020/12/04,5.1,30.0,0.0,106.0,en,Castle Freak,39.435
1751,718022,2020/12/15,6.3,26.0,0.0,82.0,en,Heks,34.311
1752,15070,2002/07/17,6.5,496.0,14946150.0,96.0,en,Undisputed,41.923
1753,44874,2010/09/14,7.2,537.0,0.0,79.0,en,Barbie: A Fashion Fairytale,43.97
1754,4011,1988/03/30,7.4,5068.0,73707461.0,92.0,en,Beetlejuice,41.717
1755,36647,1998/08/21,6.7,4513.0,131183530.0,120.0,en,Blade,46.018
1756,5175,2001/08/03,6.7,2972.0,347325802.0,90.0,en,Rush Hour 2,34.665
1757,8392,1988/04/16,8.1,5731.0,45000000.0,86.0,ja,となりのトトロ,42.16
1758,180147,2013/03/28,7.8,356.0,0.0,108.0,es,Nosotros los nobles,30.709
1759,348350,2018/05/15,6.6,6612.0,392952373.0,135.0,en,Solo: A Star Wars Story,38.111
1760,677430,1975/01/01,5.8,7.0,0.0,60.0,en,Los 7 pecados capitales,38.656
1761,82693,2012/09/08,7.1,10099.0,236412453.0,122.0,en,Silver Linings Playbook,39.397
1762,842096,2021/06/17,2.0,1.0,0.0,100.0,en,"Civil War (Or, Who Do We Think We Are)",33.849
1763,643532,2021/09/03,6.6,201.0,3414917.0,111.0,en,The Card Counter,34.567
1764,80410,2011/11/03,3.9,90.0,0.0,96.0,en,In the Name of the King 2: Two Worlds,42.894
1765,107985,2013/07/18,6.8,4252.0,46089287.0,109.0,en,The World's End,34.941
1766,764,1981/09/10,7.3,2699.0,29400000.0,85.0,en,The Evil Dead,34.685
1767,285812,2014/03/08,7.1,48.0,0.0,109.0,ja,映画 ドラえもん 新・のび太の大魔境 〜ペコと5人の探検隊〜,34.125
1768,127533,2012/08/25,7.6,535.0,61700000.0,134.0,ja,るろうに剣心,35.933
1769,4234,2000/02/03,5.9,2207.0,161834276.0,116.0,en,Scream 3,38.376
1770,778730,2021/02/26,7.3,340.0,0.0,102.0,es,Loco por ella,35.245
1771,13788,2009/01/09,5.2,1077.0,76514050.0,87.0,en,The Unborn,39.924
1772,614917,2021/11/18,0.0,0.0,0.0,138.0,en,King Richard,36.555
1773,38199,2010/06/14,6.7,880.0,0.0,97.0,en,Unthinkable,31.173
1774,68728,2013/03/07,5.9,5774.0,491868548.0,130.0,en,Oz the Great and Powerful,44.82
1775,300168,2015/02/19,6.3,422.0,121545703.0,127.0,zh,天將雄師,39.421
1776,95,1998/07/01,6.8,6219.0,553799566.0,151.0,en,Armageddon,38.165
1777,330459,2016/12/14,7.5,12546.0,1056057273.0,133.0,en,Rogue One: A Star Wars Story,41.013
1778,7191,2008/01/15,6.6,5568.0,170764026.0,85.0,en,Cloverfield,35.099
1779,65759,2011/11/18,6.1,1168.0,150406466.0,117.0,en,Happy Feet Two,43.149
1780,701524,2021/10/28,7.0,9.0,0.0,107.0,es,Una película de policías,57.344
1781,134162,1992/03/07,6.8,15.0,0.0,90.0,ja,映画ドラえもん のび太と雲の王国,35.594
1782,393457,2016/12/16,6.8,2059.0,64414761.0,139.0,en,Fences,35.149
1783,79224,2011/08/10,7.1,175.0,49000000.0,122.0,ko,최종병기 활,30.39
1784,807,1995/09/22,8.3,16007.0,327311859.0,127.0,en,Se7en,39.431
1785,227973,2015/11/01,6.8,1259.0,246233113.0,88.0,en,The Peanuts Movie,38.087
1786,98613,2003/03/08,7.1,35.0,0.0,90.0,ja,映画ドラえもん のび太とふしぎ風使い,32.429
1787,616820,2022/10/13,0.0,0.0,0.0,0.0,en,Halloween Ends,32.685
1788,601470,2021/09/17,6.0,21.0,2404127.0,126.0,en,The Eyes of Tammy Faye,35.655
1789,871,1968/02/07,7.7,2493.0,32589624.0,112.0,en,Planet of the Apes,34.377
1790,254,2005/12/12,6.8,6275.0,562363449.0,187.0,en,King Kong,41.627
1791,575774,2020/01/27,6.5,677.0,0.0,93.0,en,His House,34.152
1792,15512,2009/03/19,6.2,3634.0,381509870.0,94.0,en,Monsters vs Aliens,31.325
1793,1402,2006/12/14,7.9,7797.0,307077295.0,117.0,en,The Pursuit of Happyness,41.221
1794,11621,1992/07/18,7.8,2276.0,0.0,94.0,ja,紅の豚,37.119
1795,257211,2015/09/24,7.2,5297.0,194564672.0,121.0,en,The Intern,39.925
1796,228967,2014/12/25,6.2,4712.0,12342632.0,112.0,en,The Interview,40.703
1797,169,1990/11/20,6.2,2169.0,57120318.0,108.0,en,Predator 2,40.014
1798,25259,2009/06/12,3.9,6.0,0.0,102.0,es,7 minutos,39.041
1799,5174,2007/08/08,6.4,2308.0,258022233.0,91.0,en,Rush Hour 3,34.557
1800,638507,2019/10/25,8.2,627.0,0.0,22.0,en,How to Train Your Dragon: Homecoming,37.622
1801,78049,2012/01/17,4.5,246.0,0.0,106.0,en,The Scorpion King 3: Battle for Redemption,41.55
1802,353491,2017/08/03,5.7,4130.0,113231078.0,95.0,en,The Dark Tower,35.001
1803,9679,2000/06/09,6.4,3380.0,237202299.0,118.0,en,Gone in Sixty Seconds,40.838
1804,277597,2014/08/05,5.3,91.0,0.0,90.0,en,Mercenaries,40.321
